i,a,b,title,type,year,final,motivo,evidencia,flags
16747,Matuê,Rincon Sapiência,Rodo,song,2020,SUSPEITA,não confirmada de memória,,
16748,Matuê,Jão,Idiota,song,2021,SUSPEITA,"par improvável, não confirmada",,
16749,Ivete Sangalo,Caetano Veloso,Deixa a Menina,song,2010,SUSPEITA,título incerto entre os dois,,
16750,Ivete Sangalo,Carlinhos Brown,Nada Há de Errado,song,2018,SUSPEITA,título não recordado,,
16751,Ivete Sangalo,Alok,Fuego (Ao Vivo),song,2019,SUSPEITA,faixa ao vivo incerta,,
16752,Ivete Sangalo,Timbalada,Tão Certo,song,2001,SUSPEITA,colaboração não confirmada,,
16753,Ivete Sangalo,Claudia Leitte,Largadinho,song,2017,SUSPEITA,possível duplicata,,dup_of_1759
16754,Ivete Sangalo,Gilberto Gil,Swingue,song,2014,SUSPEITA,título não recordado,,
16755,Ivete Sangalo,Lulu Santos,Satisfação,song,2009,SUSPEITA,não confirmada de memória,,
16756,Alok,Brusoo,Piece of Me,song,2016,SUSPEITA,não recordo essa parceria,,
16758,Alok,Anitta,Fuego,song,2019,SUSPEITA,Fuego não é track Alok/Anitta conhecida,,
16761,Alok,Tiago Iorc,Ninguém Explica Deus,song,2016,SUSPEITA,"música não é do Alok, autoria duvidosa",,
16762,Jão,Luísa Sonza,Você Nunca Soube,song,2022,SUSPEITA,não confirmada de memória,,
16763,Jão,Lexa,Baby,song,2022,SUSPEITA,não recordo essa parceria,,
16764,Jão,Gloria Groove,Coringa,song,2023,SUSPEITA,título não localizado,,
16765,Jão,Lagum,Na Tua Falta,song,2023,SUSPEITA,colaboração incerta,,
16766,Jão,Lulu Santos,Toda Forma de Amor,song,2022,SUSPEITA,"clássico do Lulu, dueto incerto",,
16767,L7nnon,BK',Traga,song,2020,SUSPEITA,não confirmada de memória,,
16768,L7nnon,MC Poze do Rodo,Bala,song,2021,SUSPEITA,título não recordado,,
16769,L7nnon,Gloria Groove,Papel Machê,song,2022,SUSPEITA,não confirmada,,
16770,L7nnon,Xamã,Barulho,song,2021,SUSPEITA,colaboração incerta,,
16771,L7nnon,Filipe Ret,Periferico,song,2020,SUSPEITA,não recordo essa faixa,,
16772,Racionais MC's,Emicida,Levanta e Anda,song,2014,SUSPEITA,"Levanta e Anda é do Emicida, não Racionais",,
16773,Racionais MC's,Criolo,Duas Pedras,song,2013,SUSPEITA,não confirmada de memória,,
16774,Racionais MC's,Djonga,Amar é Para os Fortes,song,2020,SUSPEITA,"título é álbum do Djonga, colab duvidosa",,
16779,Jimin,Loco,Lie (Remix),song,2019,SUSPEITA,remix com Loco não confirmado,,
16780,Jimin,Lauv,Who,song,2021,SUSPEITA,colaboração incerta,,
16781,Jimin,Lay Zhang,С кем ты,song,2020,SUSPEITA,título em branco,,blank_title;ultrashort_title
16784,Stray Kids,Charlie Puth,Lonely St.,song,2022,SUSPEITA,não confirmada de memória,,
16785,Stray Kids,Maniac (Woojin),Double Knot,song,2019,SUSPEITA,"campo b confuso, incerto",,
16786,Stray Kids,BTS,Intro: You Call and I Answer (performance),live,2019,SUSPEITA,performance ao vivo incerta,,
16787,Stray Kids,NMIXX,Thunderous (performance),live,2022,SUSPEITA,performance ao vivo incerta,,
16789,Joji,Clams Casino,You Already Know,song,2022,SUSPEITA,não confirmada de memória,,
16790,Joji,Shlohmo,Yeah Right,song,2022,SUSPEITA,colaboração incerta,,
16792,Joji,Rich Brian,Late at Night,song,2018,SUSPEITA,faixa não recordada,,
16793,Joji,Higher Brothers,Life Is Good,song,2018,SUSPEITA,colaboração não confirmada,,
16795,Coldplay,H.E.R.,People of the Pride,song,2021,SUSPEITA,feat em People of the Pride incerto,,
16796,Coldplay,Little Simz,People of the Pride,song,2021,SUSPEITA,feat em People of the Pride incerto,,
16797,Coldplay,Stromae,Humain à l'eau (live),live,2022,SUSPEITA,ao vivo fabricado provável,,
16799,Coldplay,Jacob Collier,A Million Little Diamonds (live),live,2022,SUSPEITA,título ao vivo não recordado,,
16801,Twenty One Pilots,Mutemath,Ride (Remix),song,2015,SUSPEITA,"remix, cautela",,
16802,Twenty One Pilots,Khalid,Stressed Out (Live),live,2016,SUSPEITA,ao vivo fabricado provável,,
16803,Twenty One Pilots,Judah & the Lion,Jumpsuit (co-write),song,2018,SUSPEITA,cowrite não confirmado,,
16804,Paramore,New Found Glory,Misery Business (live),live,2010,SUSPEITA,ao vivo não recordado,,
16805,Paramore,Taylor Swift,The Last Time (live),live,2013,SUSPEITA,versão ao vivo incerta,,
16807,Paramore,Phoebe Bridgers,Pool (co-write),song,2023,SUSPEITA,cowrite fabricado provável,,
16809,Gorillaz,Snoop Dogg,Welcome to the World of the Plastic Beach,song,2010,SUSPEITA,possível duplicata,,dup_of_196
16811,Gorillaz,Kali Uchis,Ticker Tape,song,2018,SUSPEITA,possível duplicata,,dup_of_6250
16812,Gorillaz,Bootie Brown,Tranz,song,2018,SUSPEITA,Bootie Brown em Tranz não confirmado,,
16814,Gorillaz,Robert Smith,MLS (with the Cure),song,2020,SUSPEITA,título fabricado provável,,
16815,Gorillaz,Unknown Mortal Orchestra,Kansas,song,2020,SUSPEITA,feat de UMO em Kansas não confirmado,,
16816,Gorillaz,Beck,The Valley of The Pagans,song,2020,SUSPEITA,possível duplicata,,dup_of_457
16819,Gorillaz,6LACK,New Gold,song,2022,SUSPEITA,"New Gold é com Tame Impala e Bootie Brown, não 6LACK",,
16820,Florence + The Machine,Drake,Over the Love,song,2013,SUSPEITA,"Over the Love é solo da Florence, não Drake",,
16822,Florence + The Machine,Run the Jewels,Hunger (live),live,2015,SUSPEITA,ao vivo fabricado provável,,
16823,Florence + The Machine,Josh Homme,Spectrum,song,2011,SUSPEITA,Spectrum é solo da Florence,,
16824,Davido,Young Thug,Heatwave,song,2021,SUSPEITA,feat não confirmado de memória,,
16825,Davido,Nas,"One Mic, One Gun",song,2021,SUSPEITA,colaboração não recordada,,
16827,Davido,Meek Mill,Manya,song,2018,SUSPEITA,colaboração não confirmada,,
16828,Davido,Lil Baby,So Crazy,song,2021,SUSPEITA,possível duplicata,,dup_of_15398
16830,Davido,CKay,La La,song,2022,SUSPEITA,possível duplicata,,dup_of_14476
16831,Davido,Fireboy DML,Champion Sound,song,2022,SUSPEITA,possível duplicata,,dup_of_15396
16833,Fireboy DML,Wande Coal,Spell,song,2019,SUSPEITA,possível duplicata,,dup_of_15400
16834,Fireboy DML,Olamide,Jealous,song,2019,SUSPEITA,colaboração plausível mas não confirmo de memória,,
16835,Fireboy DML,D-Smoke,Papi,song,2021,SUSPEITA,não recordo com firmeza esse feat,,
16836,Luke Combs,Brooks & Dunn,"1, 2 Many",song,2020,SUSPEITA,possível duplicata,,dup_of_15401
16837,Luke Combs,Erin Kinsey,Best Friend's Girlfriend,song,2022,SUSPEITA,não recordo esse feat com firmeza,,
16838,Luke Combs,Morgan Wallen,Beer Never Broke My Heart (live),live,2019,SUSPEITA,performance ao vivo não confirmável de memória,,
16839,Luke Combs,Miranda Lambert,Better Together,song,2022,SUSPEITA,não recordo esse dueto com firmeza,,
16840,Luke Combs,Lainey Wilson,Wait in the Truck,song,2022,SUSPEITA,"Wait in the Truck é de HARDY e Lainey, não Luke Combs",,
16841,Taylor Swift,Sabrina Carpenter,The Life of a Showgirl,song,2025,SUSPEITA,faixa-título 2025 não confirmo colaboração exata,,
16845,Beyoncé,Post Malone,Levii's Jeans,song,2024,SUSPEITA,possível duplicata,,dup_of_43
16865,Lionel Richie,Dan Aykroyd,We Are the World,song,1985,SUSPEITA,Dan Aykroyd presente mas participação como coro não confirmo,,
16867,Lionel Richie,Lindsey Buckingham,We Are the World,song,1985,SUSPEITA,"Lindsey Buckingham no coro, não solista, não confirmo",,
16868,Lionel Richie,Mario Cipollina,We Are the World,song,1985,SUSPEITA,"membro da News no coro, participação não confirmável",,
16869,Lionel Richie,Johnny Colla,We Are the World,song,1985,SUSPEITA,"membro da News no coro, participação não confirmável",,
16871,Lionel Richie,Bob Geldof,We Are the World,song,1985,SUSPEITA,"Bob Geldof coro, participação não confirmável de memória",,
16872,Lionel Richie,Bill Gibson,We Are the World,song,1985,SUSPEITA,"membro da News no coro, não confirmável",,
16873,Lionel Richie,Chris Hayes,We Are the World,song,1985,SUSPEITA,"membro da News no coro, não confirmável",,
16874,Lionel Richie,Sean Hopper,We Are the World,song,1985,SUSPEITA,"membro da News no coro, não confirmável",,
16880,Lionel Richie,Waylon Jennings,We Are the World,song,1985,SUSPEITA,"Waylon Jennings citado mas teria saído da sessão, não confirmo",,
16910,Justin Bieber,Isaac Slade,We Are the World,song,2010,SUSPEITA,Isaac Slade (The Fray) participação não confirmável de memória,,
16917,Justin Bieber,Swizz Beatz,We Are the World,song,2010,SUSPEITA,Swizz Beatz participação no rap não confirmo de memória,,
16920,Justin Bieber,Kid Cudi,We Are the World,song,2010,SUSPEITA,"parte do coletivo We Are the World 25, não dueto real",,
16921,Justin Bieber,Gladys Knight,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16922,Justin Bieber,Carlos Santana,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16923,Justin Bieber,"Earth, Wind & Fire",We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16924,Justin Bieber,Joe Jonas,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16925,Justin Bieber,Kevin Jonas,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16926,Justin Bieber,India.Arie,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16927,Justin Bieber,Patti Austin,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16928,Justin Bieber,Bone Thugs-n-Harmony,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16929,Justin Bieber,Ethan Bortnick,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16930,Justin Bieber,Brandy,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16932,Justin Bieber,Zac Brown,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16933,Justin Bieber,Kristian Bush,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16934,Justin Bieber,Natalie Cole,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16935,Justin Bieber,Harry Connick Jr.,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16936,Justin Bieber,Drake,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não dueto real Bieber-Drake",,
16937,Justin Bieber,Faith Evans,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16938,Justin Bieber,Melanie Fiona,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16939,Justin Bieber,Sean Garrett,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16940,Justin Bieber,Tyrese Gibson,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16941,Justin Bieber,Anthony Hamilton,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16942,Justin Bieber,Keri Hilson,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16943,Justin Bieber,Julianne Hough,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16944,Justin Bieber,Al Jardine,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16945,Justin Bieber,Randy Jackson,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16946,Justin Bieber,Taj Jackson,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16947,Justin Bieber,Taryll Jackson,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16948,Justin Bieber,TJ Jackson,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16951,Justin Bieber,Benji Madden,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16952,Justin Bieber,Joel Madden,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16953,Justin Bieber,Katharine McPhee,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16954,Justin Bieber,Jason Mraz,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16955,Justin Bieber,Mýa,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16956,Justin Bieber,Orianthi,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16957,Justin Bieber,Freda Payne,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16958,Justin Bieber,A.R. Rahman,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16960,Justin Bieber,Raphael Saadiq,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16961,Justin Bieber,Trey Songz,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16962,Justin Bieber,Musiq Soulchild,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16963,Justin Bieber,Jordin Sparks,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16964,Justin Bieber,Robin Thicke,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16965,Justin Bieber,Rob Thomas,We Are the World,song,2010,SUSPEITA,"coletivo We Are the World 25, não colaboração dupla",,
16970,Drake,Lil Wayne,Grindin,song,2014,SUSPEITA,possível duplicata (dup_of_15511),,dup_of_15511
16973,Drake,Travis Scott,Company,song,2017,SUSPEITA,título Company não localizado firmemente entre os dois,,
16976,Drake,Post Malone,Go Flex,song,2016,SUSPEITA,"Go Flex é do Post Malone solo, sem Drake creditado",,
16978,Drake,Doja Cat,Vegas,song,2022,SUSPEITA,"Vegas é do Doja Cat solo, sem Drake confirmado",,
16980,Drake,Majid Jordan,"Hold On, We're Going Home",song,2013,SUSPEITA,possível duplicata (dup_of_14273),,dup_of_14273
16982,Taylor Swift,Future,...Ready for It? (Remix),song,2018,SUSPEITA,remix ...Ready for It com Future não confirmado,,
16984,Taylor Swift,Keith Urban,Highway Don't Care,song,2013,SUSPEITA,"Highway Don't Care é Tim McGraw feat Taylor, não Keith Urban",,
16985,Taylor Swift,Gracie Abrams,Us,song,2023,SUSPEITA,título ultracurto; par Swift-Gracie Abrams 'us.' plausível mas incerto,,ultrashort_title
16987,Taylor Swift,Marcus Mumford,Cowboy Like Me,song,2020,SUSPEITA,possível duplicata (dup_of_15417),,dup_of_15417
16989,The Weeknd,Future,Double Fantasy,song,2016,SUSPEITA,"Double Fantasy com Future é 2023, ano 2016 incorreto",,
16990,The Weeknd,Drake,The Ride,song,2015,SUSPEITA,"The Ride é solo do Weeknd, sem Drake creditado",,
16991,The Weeknd,Kendrick Lamar,Pray for Us,song,2019,SUSPEITA,Pray for Us não localizado entre Weeknd e Kendrick,,
16992,The Weeknd,Travis Scott,Enjoy the Show,song,2022,SUSPEITA,Enjoy the Show não confirmado Weeknd-Travis Scott,,
16993,The Weeknd,SZA,Seek & Destroy,song,2022,SUSPEITA,"Seek & Destroy é do Weeknd solo (Dawn FM), sem SZA",,
16995,The Weeknd,Belly,Power Trip,song,2019,SUSPEITA,Power Trip com Belly não firmemente localizado,,
16997,The Weeknd,Bruno Mars,Nothing Compares,song,2022,SUSPEITA,Nothing Compares não confirmado Weeknd-Bruno Mars,,
16999,Bad Bunny,J. Balvin,Que Pretendes,song,2018,SUSPEITA,possível duplicata (dup_of_5611),,dup_of_5611
17000,Bad Bunny,Drake,Gently,song,2023,SUSPEITA,"Gently é Drake solo (For All the Dogs), sem Bad Bunny confirmado",,
17001,Bad Bunny,Jhay Cortez,No Me Conoce (Remix),song,2019,SUSPEITA,possível duplicata (dup_of_6068),,dup_of_6068
17002,Bad Bunny,Tainy,Lo Que Fue Será,song,2018,SUSPEITA,Lo Que Fue Será não firmemente localizado,,
17003,Bad Bunny,Rosalía,Antes Que el Mundo Se Acabe,song,2022,SUSPEITA,Antes Que el Mundo Se Acabe não confirmado Bad Bunny-Rosalía,,
17004,Bad Bunny,Buscabulla,Titi Me Preguntó (Remix),song,2022,SUSPEITA,remix Titi Me Preguntó com Buscabulla não confirmado,,
17006,Bad Bunny,Myke Towers,Si Veo a Tu Mamá,song,2022,SUSPEITA,possível duplicata (dup_of_5800),,dup_of_5800
17007,Bad Bunny,Ozuna,Krippy Kush (Remix),song,2017,SUSPEITA,possível duplicata (dup_of_5831),,dup_of_5831
17008,Bad Bunny,Anuel AA,Anotala,song,2018,SUSPEITA,Anotala não firmemente localizado Bad Bunny-Anuel,,
17012,Bad Bunny,Eladio Carrión,Titi Me Preguntó (Remix),song,2022,SUSPEITA,não confirmo remix oficial com Eladio Carrión,,
17013,Bad Bunny,Ivy Queen,Como Antes,song,2020,SUSPEITA,não recordo essa faixa entre eles,,
17014,Bad Bunny,Arcángel,Volvi,song,2021,SUSPEITA,'Volví' original é Aventura/Bad Bunny; versão com Arcángel incerta,,
17015,Ed Sheeran,Lil Uzi Vert,Number One,song,2019,SUSPEITA,não recordo faixa de Ed Sheeran com Lil Uzi Vert,,
17018,Ed Sheeran,Chance the Rapper,Best Part of Me,song,2019,SUSPEITA,"'Best Part of Me' tem YEBBA, não Chance the Rapper",,
17021,Ed Sheeran,Pokémon,Celestial,song,2022,SUSPEITA,"'Celestial' é parceria com Pokémon como marca, não artista",,
17023,Ed Sheeran,Skrillex,Way to Break My Heart,song,2019,SUSPEITA,não confirmo faixa com Skrillex; flag duplicata,,dup_of_14200
17027,Justin Bieber,Billie Eilish,Bad Guy (Remix),song,2019,SUSPEITA,não confirmo remix oficial de Bad Guy com Bieber em 2019,,
17034,Ariana Grande,2 Chainz,Rule the World,song,2017,SUSPEITA,'Rule the World' é 2 Chainz com Ariana; flag duplicata,,dup_of_14940
17037,Rihanna,Eminem,Numb,song,2014,SUSPEITA,não recordo 'Numb' de Rihanna com Eminem,,
17047,Beyoncé,Oumou Sangaré,Mood 4 Eva,song,2019,SUSPEITA,"Oumou Sangaré sampleada em 'Mood 4 Eva', crédito incerto",,
17050,Beyoncé,Shaboozey,II Most Wanted (Remix),song,2024,SUSPEITA,'II Most Wanted' é com Miley Cyrus; remix Shaboozey incerto,,
17051,Beyoncé,Rumi Carter,Beautiful Ones,song,2023,SUSPEITA,"Rumi apareceu em 'Protector', não 'Beautiful Ones'",,
17052,Eminem,Kendrick Lamar,Walk on Water (Freestyle),song,2017,SUSPEITA,não confirmo freestyle oficial entre Eminem e Kendrick,,
17057,Eminem,Joyner Lucas,What If I Was Gay?,song,2023,SUSPEITA,não confirmo faixa com Joyner Lucas 2023; flag duplicata,,dup_of_16626
17064,Kanye West,Travis Scott,Can't Tell Me Nothing (Remix),song,2018,SUSPEITA,não confirmo remix oficial de 'Can't Tell Me Nothing' com Travis,,
17070,Post Malone,Lil Uzi Vert,Big Drip,song,2019,SUSPEITA,não recordo 'Big Drip' entre Post Malone e Lil Uzi,,
17073,Post Malone,Meek Mill,Otherside of America,song,2020,SUSPEITA,"'Otherside of America' é solo de Meek Mill, não colab",,
17074,Post Malone,The Kid Laroi,Always,song,2022,SUSPEITA,não confirmo 'Always' entre Post Malone e Kid Laroi,,
17076,Billie Eilish,Daniel Caesar,Never Say Never,song,2023,SUSPEITA,não confirmo faixa entre Billie e Daniel Caesar,,
17077,Billie Eilish,Labrinth,Never My Fault,song,2022,SUSPEITA,Labrinth/Billie fizeram Euphoria mas título incerto,,
17078,Dua Lipa,Karol G,Pero No,song,2022,SUSPEITA,não confirmo 'Pero No' entre Dua Lipa e Karol G,,
17080,Dua Lipa,Wax Motif,Illusion,song,2023,SUSPEITA,'Illusion' é single solo de Dua Lipa; Wax Motif incerto,,
17084,Travis Scott,Quavo,Dubai Shit,song,2018,SUSPEITA,não confirmo 'Dubai Shit' entre Travis e Quavo,,
17085,Travis Scott,Swae Lee,SICKicle,song,2019,SUSPEITA,não recordo 'SICKicle' entre Travis Scott e Swae Lee,,
17087,Travis Scott,Cardi B,Motorcycles,song,2021,SUSPEITA,não confirmo 'Motorcycles' entre Travis Scott e Cardi B,,
17088,Travis Scott,SZA,I Remember,song,2022,SUSPEITA,não recordo 'I Remember' entre Travis Scott e SZA,,
17090,Travis Scott,Lil Baby,Goosebumps,song,2021,SUSPEITA,'Goosebumps' é com Kendrick; Lil Baby incerto,,
